show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s6713,DATA SCIENCE,Every Time I Die,PYTHON,"Drew Fonteiro, Marc Menchaca, Michelle Macedo, Tyler Fleming, Melissa Macedo, Kenneth Moronta, Frankie Hinton",USA,"February 25, 2020",2019,TV-MA,98 min,"Dramas, Independent Movies, Thrillers","After a paramedic’s violent death during a weekend trip, his spirit inhabits his friends’ bodies in an effort to save them from a similar fate."
s6715,DATA SCIENCE,Everyday Miracles,PYTHON,Mark Miodownik,UK,"August 1, 2017",2014,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",Materials scientist Mark Miodownik takes us into the world of everyday objects that make our lives more comfortable than those of our ancestors.
s6716,DATA SCIENCE,Evolution,PYTHON,"David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott, Ted Levine, Ethan Suplee, Michael Bower, Pat Kilbane, Ty Burrell, Dan Aykroyd",USA,"November 20, 2019",2001,PG-13,102 min,"Comedies, Sci-Fi & Fantasy","After two community college geology professors discover microscopic alien life-forms on a meteorite, the military and government become involved."
s6717,DATA SCIENCE,Ex Machina,PYTHON,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno, Claire Selby, Symara Templeman, Gana Bayarsaikhan, Tiffany Pisani, Corey Johnson, Evie Wray, Deborah Rosan",UK,"July 26, 2018",2015,R,108 min,"Dramas, Independent Movies, International Movies","A coder at a tech company wins a week-long retreat at the compound of his company's CEO, where he's tasked with testing a new artificial intelligence."
s6720,DATA SCIENCE,Executive Decision,PYTHON,"Kurt Russell, Halle Berry, John Leguizamo, Oliver Platt, Steven Seagal, Joe Morton, David Suchet, BD Wong, Len Cariou, Whip Hubley",USA,"November 1, 2019",1996,R,133 min,Action & Adventure,"When terrorists hijack a 747 and turn it into a nerve gas bomb aimed at Washington, D.C., commandos use an experimental plane to try to stop them."
s6722,DATA SCIENCE,Exit Strategy,PYTHON,"Jameel Saleem, Kimelia Weathers, Quincy Harris, Big Boy, Kevin Hart, Misty Alli, Noelle Balfour, Sid Burston, Carlos Castillo, Liz Hernandez, Nick Sinise",USA,"March 3, 2019",2012,NR,79 min,"Comedies, Romantic Movies","When James's living situation turns sour, he has little choice but to move in with his new girlfriend – a decision he almost immediately regrets."
s6723,DATA SCIENCE,Exit Wounds,PYTHON,"Steven Seagal, DMX, Isaiah Washington, Anthony Anderson, Michael Jai White, Bill Duke, Jill Hennessy, Tom Arnold, Bruce McGill, David Vadim, Eva Mendes",USA,"October 1, 2019",2001,R,101 min,Action & Adventure,Maverick cop Orin Boyd joins forces with an unlikely ally in gangster Latrell Walker to take down a group of dirty Detroit cops.
s6724,DATA SCIENCE,Expo,PYTHON,"Derek Davenport, Amelia Haberman, Shepsut Wilson, Titus Covington, Hayley Vrana, Michael Alvarez, Richard Lippert, Alfoniso Lopez",USA,"August 29, 2019",2019,TV-14,81 min,"Action & Adventure, Dramas, Independent Movies","Mistakenly accused of kidnapping, a veteran soldier leaves a trail of broken bad guys in his wake as he tries to rescue a teen sex trafficking victim."
s6730,DATA SCIENCE,F the Prom,PYTHON,"Cameron Palatas, Richard Karn, Cheri Oteri, Danielle Campbell, Nicholle Tom, Joel Courtney, Luke Bilyk",USA,"March 5, 2018",2017,TV-MA,92 min,"Comedies, Romantic Movies","Maddy and Cole were inseparable before high school. Then she got popular; he didn't. But after Maddy is betrayed, she and Cole reunite – to ruin prom."
s6731,DATA SCIENCE,Face 2 Face,PYTHON,"Daniela Bobadilla, Daniel Amerman, Kevin McCorkle, Mary Gordon Murray, Emily Jordan, Karrie Cox, Nicholas James Reilly, Enspirit, Sheldon A. Smith, Michael Soulema",USA,"January 15, 2018",2017,TV-MA,89 min,"Dramas, Independent Movies","Two former friends, who now live far apart, learn about each other's insecurities and secrets over a series of video chats."
s6733,DATA SCIENCE,Fake or Fortune?,PYTHON,"Fiona Bruce, Philip Mould, Bendor Grosvenor",UK,"July 26, 2019",2015,TV-G,1 Season,"British TV Shows, Crime TV Shows, Docuseries",Fiona Bruce and Philip Mould use investigative skills and scientific techniques to determine if paintings are real or just impressive forgeries.
s6735,DATA SCIENCE,Fall Girls,PYTHON,"Amara La Negra, Erica Hubbard, Joely Fisher, Paris Phillips, Erica Peeples, Tami Roman, Alfred Thomas II, J-Boog, Hunter Ives, Dylan Mooney",USA,"January 1, 2020",2019,TV-14,80 min,Comedies,"Following a night of hard partying that left their tycoon boss dead, four women try to keep it a secret in hopes of closing a billion-dollar deal."
s6736,DATA SCIENCE,Fallen,PYTHON,"Denzel Washington, John Goodman, Donald Sutherland, Embeth Davidtz, James Gandolfini, Elias Koteas, Gabriel Casseus, Michael J. Pagan, Robert Joy",USA,"November 1, 2019",1998,R,124 min,Thrillers,A tough homicide cop faces his most dangerous assignment when he must stop a murderous evil spirit who can move from one host to the next.
s6739,DATA SCIENCE,Fanatic,PYTHON,"Denyce Lawton, Hosea Chanchez, Michelle Mitchenor, Darius McCrary, Shawne Merriman, Sticky Fingaz, Miguel A. Núñez Jr., Masika Kalysha, Zac Titus",USA,"August 24, 2019",2019,TV-14,91 min,Thrillers,"When a successful young rap star has an affair with an obsessive fan, his life is turned upside down when she kidnaps him."
s6743,DATA SCIENCE,Father Brown,PYTHON,"Mark Williams, Sorcha Cusack, Nancy Carroll, Alex Price, Hugo Speer, Tom Chambers, Keith Osborn",UK," March 31, 2018",2017,TV-14,6 Seasons,"British TV Shows, Crime TV Shows, TV Dramas","A modest, compassionate priest doubles as an effective crime solver in this series based on the short stories by G.K. Chesterton."
s6744,DATA SCIENCE,Fear and Loathing in Las Vegas,PYTHON,"Johnny Depp, Benicio Del Toro, Tobey Maguire, Ellen Barkin, Gary Busey, Christina Ricci, Mark Harmon, Cameron Diaz, Katherine Helmond, Michael Jeter, Craig Bierko, Lyle Lovett, Flea, Christopher Meloni, Harry Dean Stanton, Tim Thomerson",USA,"November 1, 2019",1998,R,118 min,"Comedies, Cult Movies, Dramas",A sportswriter and his Samoan lawyer embark on a hallucinogenic three-day romp from Los Angeles to Las Vegas in this counterculture cult favorite.
s6746,DATA SCIENCE,Feel Rich,PYTHON,"Quincy Jones, Common, Russell Simmons, Fat Joe, Paul Wall, Quincy Jones III",USA,"August 23, 2017",2017,TV-MA,70 min,Documentaries,"Talking squarely to the hip-hop generation, musicians, athletes and others outline the benefits of exercise, a healthy diet and spiritual wellness."
s6747,DATA SCIENCE,Fiddler on the Roof,PYTHON,"Topol, Norma Crane, Leonard Frey, Molly Picon, Paul Mann, Rosalind Harris, Michele Marsh, Neva Small, Paul Michael Glaser, Ray Lovelock",USA,"July 1, 2020",1971,G,181 min,"Classic Movies, Dramas, Music & Musicals","This adaptation of the musical chronicles the trials of a Jewish peasant, his wife, and their three strong-willed daughters in pre-revolutionary Russia."
s6749,DATA SCIENCE,Figaro Pho,PYTHON,Luke Jurevicius,UK,"September 1, 2016",2008,TV-Y7,29 min,"Children & Family Movies, Comedies",Quirky little Figaro has a whole alphabet's worth of phobias. These wordless animated shorts follow his many fears from A to Z.
s6750,DATA SCIENCE,Figures of Speech,PYTHON,Chris Pine,USA,"December 21, 2016",2016,TV-PG,92 min,Documentaries,"In this documentary, passionate high schoolers travel the country and come of age during a turbulent yearlong prep for a national speech competition."
s6752,DATA SCIENCE,Filmworker,PYTHON,Leon Vitali,USA,"November 1, 2018",2017,TV-MA,94 min,Documentaries,Leon Vitali had a thriving acting career most others would envy. Then he gave it all up to devote himself completely to the vision of Stanley Kubrick.
s6754,DATA SCIENCE,Final Destination,PYTHON,"Devon Sawa, Ali Larter, Kerr Smith, Kristen Cloke, Seann William Scott, Tony Todd, Daniel Roebuck, Chad Donella, Roger Guenveur Smith, Amanda Detmer",USA,"January 1, 2020",2000,R,98 min,"Cult Movies, Horror Movies, Thrillers","After narrowly avoiding a fatal plane explosion, a group of seemingly lucky teen classmates finds that Death is not so easily cheated."
s6759,DATA SCIENCE,First Impression,PYTHON,"Lamman Rucker, Lisa Arrindell Anderson, Elise Neal, Kendrick Cross",USA,"May 17, 2019",2018,TV-14,96 min,"Comedies, Romantic Movies","Unaware they’ve matched online, a struggling writer embellishes his lifestyle to impress a successful exec with whom he sparks an unexpected romance."
s6761,DATA SCIENCE,FirstBorn,PYTHON,"Antonia Thomas, Luke Norris, Thea Petrie, Eileen Davies, Jonathan Hyde",UK,"March 31, 2017",2016,TV-MA,90 min,"Horror Movies, International Movies",A young couple fights supernatural foes in an attempt to save their daughter from the dark and mysterious forces that follow her every move.
s6763,DATA SCIENCE,Fishtail,PYTHON,Harry Dean Stanton,USA,"October 1, 2018",2015,NR,61 min,Documentaries,Harry Dean Stanton narrates this documentary that follows two modern-day cowboys as they welcome new calves at Montana's Fishtail Basin Ranch.
s6767,DATA SCIENCE,Fix It and Finish It,PYTHON,Antonio Sabato Jr.,USA," July 20, 2018",2014,TV-G,3 Seasons,Reality TV,"A team of skilled contractors and designers hosted by Antonio Sabato Jr. renovates houses, cabins and even RVs, transforming properties in one day."
s6770,DATA SCIENCE,Flock of Four,PYTHON,"Braeden Lemasters, Isaac Jay, Uriah Shelton, Dylan Riley Snyder, Coco Jones, Shane Harper, Nadji Jeter, Connor Paolo, Gatlin Green, Reg E. Cathey",USA,"August 1, 2018",2018,TV-MA,83 min,"Dramas, Independent Movies, Music & Musicals","One night in 1959, four young musicians venture from Pasadena to South-Central Los Angeles in the hopes of hearing a living jazz legend play."
s6775,DATA SCIENCE,Footprints in the Sand,PYTHON,"Yenn Teoh, Leslie Chai, Elvis Chin, Candy Ice, Jacky Kam, Jordan Voon, Alvin Wong",USA,"October 16, 2017",2011,TV-14,1 Season,"International TV Shows, TV Dramas","Familial bonds strain as dramas concerning love, greed, business and generosity simmer across generations."
s6777,DATA SCIENCE,For Colored Girls,PYTHON,"Kimberly Elise, Janet Jackson, Loretta Devine, Thandie Newton, Anika Noni Rose, Kerry Washington, Tessa Thompson, Phylicia Rashad, Whoopi Goldberg, Omari Hardwick, Macy Gray, Michael Ealy, Richard Lawson, Hill Harper, Khalil Kain",USA,"May 1, 2020",2010,R,134 min,Dramas,This adaptation of Ntozake Shange's play consists of a series of poetic vignettes that explore the lives of modern African American women.
s6778,DATA SCIENCE,For Grace,PYTHON,,USA,"March 2, 2016",2015,TV-PG,92 min,Documentaries,"As chef Curtis Duffy oversees every aspect of opening his own restaurant, Grace, he recalls his turbulent childhood and difficult adult relationships."
s6780,DATA SCIENCE,For Love or Money,PYTHON,"Robert Kazinsky, Samantha Barks, Ed Speleers, Tony Way, Rachel Hurd-Wood, Ivan Kaye, Anna Chancellor, David Hargreaves, Tanya Reynolds",UK,"August 16, 2019",2019,TV-MA,95 min,Comedies,"When a goofy but likable millionaire discovers his fiancée’s plan to steal his wealth, he devises an unromantic scheme to make her life a living hell."
s6781,DATA SCIENCE,For the Birds,PYTHON,Kathy Murphy,USA,"September 1, 2019",2018,TV-MA,93 min,Documentaries,"A woman with a passion for fowl keeps a menagerie of birds that draws the ire of neighbors, animal rights advocates and even her own family."
s6782,DATA SCIENCE,For the Love of Benji,PYTHON,"Patsy Garrett, Cynthia Smith, Allen Fiuzat, Ed Nelson, Art Vasil, Peter Bowles, Bridget Armstrong, Mihalis Lambrinos, Dean Goss, Tony Alatis",USA,"March 6, 2018",1977,G,84 min,Children & Family Movies,"Benji and his owner get separated in Greece. On his quest to find them, he's targeted by various bad guys who want to get their hands on him."
s6783,DATA SCIENCE,For the Win,PYTHON,Brodie Smith,USA,"December 31, 2018",2017,TV-14,1 Season,Reality TV,Frisbee national champion Brodie Smith challenges inventive athletes across the US to an exhibition match in the unconventional sports they've created.
s6784,DATA SCIENCE,Forbidden Games: The Justin Fashanu Story,PYTHON,"Justin Fashanu, John Fashanu",UK,"December 1, 2017",2017,TV-14,81 min,"Documentaries, International Movies, LGBTQ Movies","This documentary chronicles the tragic, true story of Justin Fashanu, the first – and only – openly gay man to have played professional soccer."
s6785,DATA SCIENCE,Forbidden Planet,PYTHON,"Leslie Nielsen, Walter Pidgeon, Anne Francis, Jack Kelly, Warren Stevens, James Drury, Earl Holliman",USA,"November 1, 2019",1956,G,98 min,"Action & Adventure, Classic Movies, Sci-Fi & Fantasy","A pulp-fiction sci-fi classic, Forbidden Planet stars Leslie Nielsen as a heroic starship captain who finds the paradise planet Altair-IV."
s6786,DATA SCIENCE,Forces of Nature,PYTHON,,UK,"March 1, 2017",2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","This dynamic series spans the globe to explain the complex natural forces that govern the planet, from shape and color to motion and the elements."
s6789,DATA SCIENCE,Forget Me Not,PYTHON,,UK,"September 18, 2017",2011,TV-MA,1 Season,"International TV Shows, TV Dramas","Teenage Xue Ming was forced to marry the man who raped her. Years after abandoning her young sons to find a better life, can she escape the guilt?"
s6790,DATA SCIENCE,Forks Over Knives,PYTHON,,USA,"October 3, 2019",2011,PG,96 min,Documentaries,"According to the research of two food scientists, the popularity of processed foods has led to epidemic rates of obesity, diabetes and other diseases."
s6793,DATA SCIENCE,Four Weddings and a Funeral,PYTHON,"Hugh Grant, Andie MacDowell, James Fleet, Simon Callow, John Hannah, Kristin Scott Thomas, David Bower, Charlotte Coleman, David Haig, Rowan Atkinson, Sophie Thompson, Anna Chancellor, Corin Redgrave",UK,"August 1, 2019",1994,R,118 min,"Classic Movies, Comedies, International Movies","A commitment-phobic Brit tries to reconnect with an alluring American who's about to make a seemingly awful mistake by marrying a wealthy, boring man."
s6796,DATA SCIENCE,Frasier,PYTHON,"Kelsey Grammer, Jane Leeves, David Hyde Pierce, Peri Gilpin, John Mahoney, Dan Butler",USA,,2003,TV-PG,11 Seasons,"Classic & Cult TV, TV Comedies",Frasier Crane is a snooty but lovable Seattle psychiatrist who dispenses advice on his call-in radio show while ignoring it in his own relationships.
s6797,DATA SCIENCE,Freak Show,PYTHON,"Alex Lawther, Abigail Breslin, AnnaSophia Robb, Ian Nelson, Celia Weston, Laverne Cox, Bette Midler, Willa Fitzgerald, Larry Pine, John McEnroe, Mickey Sumner, Daniel Bellomy, Wally Dunn, Marceline Hugot",USA,"August 13, 2020",2018,TV-MA,91 min,"Comedies, Dramas, Independent Movies","Forced to attend a new high school, a glamorous teen navigates hostile territory before taking a stand by running for homecoming queen."
s6798,DATA SCIENCE,Fred Claus,PYTHON,"Vince Vaughn, Paul Giamatti, John Michael Higgins, Miranda Richardson, Rachel Weisz, Kathy Bates, Trevor Peacock, Ludacris, Elizabeth Banks",USA,"January 1, 2021",2007,PG,115 min,"Children & Family Movies, Comedies",The holiday season is ruined for Santa Claus when his cranky older brother – a repo man with a sizable rap sheet – visits him at the North Pole.
s6802,DATA SCIENCE,French Dirty,PYTHON,"Wade Allain-Marcus, Arjun Gupta, Melina Lizette, Elsa Biedermann, Katie Blake, Santana Dempsey",USA,"February 4, 2016",2015,TV-MA,72 min,"Dramas, Independent Movies","An aimless, unemployed millennial hangs out with his pals and resists growing up, until an affair with his best friend's girl forces him to change."
s6803,DATA SCIENCE,Freshman Year,PYTHON,"Diallo Thompson, Natalia Dominguez, Benjamin A. Onyango, Gregory Alan Williams, Desalene Jones, Wynton Odd, Ed Gonzalez Moreno, Natasha Dee Davis, Cameron Schaefer, Joshua Flores-Q",USA,"March 3, 2020",2019,TV-PG,104 min,"Dramas, Faith & Spirituality",A devout preacher's son leaves his protective home to begin college and meets a self-reliant student who will test his faith and his heart.
s6804,DATA SCIENCE,Friday Night Tykes,PYTHON,,USA," January 17, 2018",2017,TV-PG,4 Seasons,"Docuseries, Reality TV","This docuseries dives into the cutthroat world of Texas youth football, where kids face grueling demands and pressure from coaches and parents to win."
s6805,DATA SCIENCE,Friday the 13th,PYTHON,"Jared Padalecki, Danielle Panabaker, Amanda Righetti, Travis Van Winkle, Aaron Yoo, Derek Mears, Jonathan Sadowski, Julianna Guill, Ben Feldman, Arlen Escarpeta, Ryan Hansen",USA,"January 1, 2020",2009,R,97 min,Horror Movies,"A group of teenage camp counselors raises the ire of Jason Voorhees, a masked, homicidal maniac, in this remake of the classic slasher flick."
s6807,DATA SCIENCE,Friends,PYTHON,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",USA,,2003,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan."
s6810,DATA SCIENCE,Froning: The Fittest Man in History,PYTHON,Rich Froning,USA,"July 15, 2018",2016,PG,99 min,"Documentaries, International Movies, Sports Movies",Follow the grueling training regimen of Rich Froning Jr. as he sets his sights on winning an unprecedented fourth CrossFit Games title.
s6814,DATA SCIENCE,Frozen River,PYTHON,"Melissa Leo, Misty Upham, Charlie McDermott, Michael O'Keefe, Mark Boone Junior, James Reilly, Jay Klaitz, John Canoe, Dylan Carusona, Michael Sky",USA,"July 1, 2019",2008,R,97 min,"Dramas, Independent Movies","On a Mohawk reservation on the Canadian border, Ray Eddy teams with a widowed tribe member to smuggle illegal immigrants into the United States."
s6816,DATA SCIENCE,Functional Fitness,PYTHON,,USA,"January 1, 2018",2016,TV-MA,106 min,Documentaries,"This documentary explores the challenging, transformative world of high-intensity fitness programs through the eyes of the people who've embraced them."
s6819,DATA SCIENCE,G-Force,PYTHON,"Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner, Tyler Patrick Jones, Piper Mackenzie Harris, Gabriel Casseus, Jack Conley, Niecy Nash, Justin Mentell, Nicolas Cage, Sam Rockwell, Jon Favreau, Penélope Cruz, Steve Buscemi, Tracy Morgan",USA,"March 15, 2019",2009,PG,88 min,"Children & Family Movies, Comedies","When a billionaire sets out to take over the world, only one special forces unit can handle the job – a squad of highly trained guinea pigs."
s6823,DATA SCIENCE,Galavant,PYTHON,"Joshua Sasse, Timothy Omundson, Vinnie Jones, Mallory Jansen, Karen David, Luke Youngblood",USA," September 7, 2016",2016,TV-PG,2 Seasons,"TV Action & Adventure, TV Comedies","In a time of legend, Galavant the knight embarks on a quest to save his fair lady and become a hero in this tongue-in-cheek musical comedy."
s6834,DATA SCIENCE,Gender Revolution: A Journey with Katie Couric,PYTHON,Katie Couric,USA,"February 1, 2018",2017,TV-PG,90 min,"Documentaries, LGBTQ Movies","Katie Couric explores our evolving understanding of gender identity, speaking with transgender and intersex individuals about their experiences."
s6835,DATA SCIENCE,Genius of the Ancient World,PYTHON,Bettany Hughes,UK,"August 1, 2017",2015,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows","Historian Bettany Hughes travels to India, Greece and China to explore the lives and times of Buddha, Socrates and Confucius."
s6836,DATA SCIENCE,Genius of the Modern World,PYTHON,Bettany Hughes,UK,"August 1, 2017",2016,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows","Historian Bettany Hughes explores the intellectual landscapes that helped shape the work of Karl Marx, Friedrich Nietzsche and Sigmund Freud."
s6840,DATA SCIENCE,Get Him to the Greek,PYTHON,"Jonah Hill, Russell Brand, Elisabeth Moss, Rose Byrne, Colm Meaney, Sean ""P. Diddy"" Combs, Aziz Ansari, Carla Gallo, Nick Kroll, Kristen Schaal",USA,"January 16, 2020",2010,R,109 min,"Comedies, Music & Musicals",Ambitious young record company intern Aaron must escort an unruly rock star to Los Angeles for the start of his anniversary concert.
s6842,DATA SCIENCE,Get Shorty,PYTHON,"Ray Romano, Chris O'Dowd",USA,"November 1, 2018",2017,TV-MA,1 Season,"Crime TV Shows, TV Comedies, TV Dramas",Organized crime enforcer Miles Daly strives to reinvent himself as a Hollywood filmmaker in this satire based on Elmore Leonard's best-selling novel.
s6843,DATA SCIENCE,Get Smart,PYTHON,"Steve Carell, Anne Hathaway, Dwayne Johnson, Alan Arkin, Terence Stamp, Terry Crews, David Koechner, James Caan, Masi Oka, Nate Torrence, Bill Murray",USA,"April 1, 2019",2008,PG-13,110 min,"Action & Adventure, Comedies","When the identities of secret agents are compromised, hapless Maxwell Smart teams with far more capable Agent 99 to thwart an evil terrorist group."
s6844,DATA SCIENCE,Getting Played,PYTHON,"Carmen Electra, Stacey Dash, Vivica A. Fox, Bill Bellamy, Kathy Najimy, Joe Torry, Dorian Gregory, Mindy Sterling, Joseph C. Phillips, Larry B. Scott, Michael Jai White, Sheryl Underwood, Earthquake",USA,"November 1, 2019",2005,PG-13,85 min,"Comedies, Romantic Movies","Tired of dealing with boyfriends who wrong them, gal pals Lauren, Emily and Andrea decide to turn the tables and become the players themselves."
s6850,DATA SCIENCE,Ghost Town Gold,PYTHON,"Brit Eaton, Scott Glaves",USA,"October 2, 2019",2012,TV-14,1 Season,Reality TV,"Two history buffs with an eye for valuables traverse through forgotten mines and abandoned landmarks in the wild, wild West to score collectibles."
s6854,DATA SCIENCE,Gigi,PYTHON,"Leslie Caron, Maurice Chevalier, Louis Jourdan, Hermione Gingold, Eva Gabor, Jacques Bergerac, Isabel Jeans, John Abbott, Edwin Jerome, Corinne Marchand",USA,"November 1, 2019",1958,G,115 min,"Classic Movies, Comedies, Music & Musicals",Gigi's an avant-garde French waif being groomed as the fille de joie of affluent and handsome Gaston. Soon Gigi metamorphoses into a stunning beauty.
s6857,DATA SCIENCE,GLOW: The Story of the Gorgeous Ladies of Wrestling,PYTHON,,USA,"March 31, 2017",2012,NR,77 min,"Documentaries, Sports Movies","This engaging documentary chronicles the 1980s phenomenon ""The Gorgeous Ladies of Wrestling,"" which elevated its female grapplers to star status."
s6859,DATA SCIENCE,God Bless the Broken Road,PYTHON,"Patrika Darbo, Kim Delaney, Jordin Sparks, Makenzie Moss, Liam Matthews, Andrew W. Walker, Lindsay Pulsipher, Gary Grubbs, Robin Givens, Arthur Cartwright",USA,"February 9, 2019",2018,PG,111 min,"Children & Family Movies, Dramas, Faith & Spirituality","After a young mother is widowed by war, her faith is tested as she struggles to stay afloat financially and raise her daughter."
s6860,DATA SCIENCE,God Knows Where I Am,PYTHON,Lori Singer,USA,"October 22, 2018",2016,TV-PG,103 min,Documentaries,"Through diary entries, this documentary follows the life and death of homeless woman Linda Bishop and her struggles with starvation, sanity and God."
s6862,DATA SCIENCE,God's Not Dead,PYTHON,"Kevin Sorbo, Shane Harper, David A.R. White, Dean Cain, Benjamin A. Onyango, Paul Kwo, Hadeel Sittu, Trisha LaFache, Cory Oliver, Willie Robertson, Korie Robertson",USA,"April 1, 2020",2014,PG,113 min,"Dramas, Faith & Spirituality",A spiritual college student clashes with an atheistic professor who insists that students will only pass his class by admitting that God is dead.
s6863,DATA SCIENCE,God's Not Dead: A Light in Darkness,PYTHON,"David A.R. White, John Corbett, Shane Harper, Ted McGinley, Jennifer Taylor, Benjamin A. Onyango, Tatum O'Neal, Cissy Houston",USA,"December 4, 2018",2018,PG,106 min,"Dramas, Faith & Spirituality","After a fire breaks out at his church, a pastor faces a legal battle against university leaders who wish to push the congregation off the campus."
s6864,DATA SCIENCE,God's Own Country,PYTHON,"Josh O'Connor, Alec Secareanu, Ian Hart, Gemma Jones",UK,"May 1, 2018",2017,TV-MA,105 min,"Dramas, Independent Movies, International Movies","In Yorkshire, a withdrawn gay farmer begins a torrid affair with a Romanian migrant worker who shows him the depths of his capacity for affection."
s6868,DATA SCIENCE,Goldie,PYTHON,"Slick Woods, George Sample III, Shaquila Angela Griszell, Danny Hoch, Khris Davis, Jazmyn Davis, Alana Tyler-Tomkins, Fran Jaye",USA,"June 22, 2020",2019,TV-MA,89 min,Dramas,"When a bold teen mounts a gritty pursuit to dance in a music video, she must also evade child services so she can keep her younger sisters together."
s6869,DATA SCIENCE,Goldie & Bear,PYTHON,"Natalie Lander, Georgie Kidder",USA," October 31, 2018",2017,TV-Y,2 Seasons,Kids' TV,"Best pals Goldie and Bear, from ""Goldilocks and the Three Bears,"" join other characters from beloved stories for adventures in the Fairy Tale Forest."
s6873,DATA SCIENCE,Gone are the Days,PYTHON,"Lance Henriksen, Tom Berenger, Meg Steedle, Danny Trejo",USA,"January 1, 2019",2018,R,100 min,Independent Movies,"As a notorious outlaw comes to grips with his past, he reconnects with his estranged daughter and gets one more shot to make things right."
s6875,DATA SCIENCE,Good Kids,PYTHON,"Nicholas Braun, Zoey Deutch, Mateo Arias, Israel Broussard, Dayo Okeniyi, Julia Garner, Kevin Chapman, Ashley Judd",USA,"January 19, 2017",2016,R,90 min,"Comedies, Independent Movies",Four overachieving friends spend the summer after finishing high school doing everything possible to enjoy the party life and ruin their reputations.
s6876,DATA SCIENCE,Good Kill,PYTHON,"Ethan Hawke, January Jones, Bruce Greenwood, Zoë Kravitz, Jake Abel, Ryan Montano, Dylan Kenin, Stafford Douglas",USA,"April 2, 2017",2014,R,103 min,Dramas,"As Tommy Egan pilots armed drones over Afghanistan from the safe comfort of Las Vegas, the remote nature of his work begins to raise moral questions."
s6877,DATA SCIENCE,Good Kisser,PYTHON,"Kari Alison Hodge, Rachel Paulson, Julia Eringer",USA,"August 20, 2020",2019,TV-MA,75 min,"Comedies, Dramas, Independent Movies","Hoping to give their relationship a boost, Jenna and Kate arrange to spend an evening with a third woman, but things take a turn once the sparks fly."
s6881,DATA SCIENCE,GoodFellas,PYTHON,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco, Paul Sorvino, Frank Sivero, Tony Darrow, Mike Starr, Frank Vincent, Chuck Low",USA,"January 1, 2021",1990,R,145 min,"Classic Movies, Dramas",Former mobster Henry Hill recounts his colorful yet violent rise and fall in a New York crime family – a high-rolling dream turned paranoid nightmare.
s6882,DATA SCIENCE,Gook,PYTHON,"Simone Baker, Justin Chon, David So, Curtiss Cook Jr., Sang Chon, Ben Munoz, Omono Okojie, Isaiah Jarel",USA,"March 6, 2018",2017,TV-MA,95 min,"Dramas, Independent Movies","Amidst the looting and chaos of the LA riots, two Korean-American brothers fight to save their struggling shoe store while contemplating their future."
s6886,DATA SCIENCE,Gossip Girl,PYTHON,"Blake Lively, Leighton Meester, Penn Badgley, Chace Crawford, Ed Westwick, Kelly Rutherford, Matthew Settle, Taylor Momsen, Jessica Szohr, Zuzanna Szadkowski, Connor Paolo",USA," October 8, 2013",2012,TV-14,6 Seasons,"TV Dramas, Teen TV Shows",A group of hyperprivileged Manhattan private-school kids seem to get away with everything. Except an anonymous blogger is watching their every move.
s6890,DATA SCIENCE,Grand Designs,PYTHON,Kevin McCloud,UK,"August 1, 2019",2017,TV-14,2 Seasons,"British TV Shows, International TV Shows, Reality TV","Host Kevin McCloud presents people who take self-building houses to a new level, following every step of their ambitious plans from beginning to end."
s6893,DATA SCIENCE,Grass,PYTHON,"Emily Chang, Pia Shah, Anthony Ma",USA,"February 14, 2019",2017,TV-MA,57 min,"Comedies, Independent Movies",Good girl Cam recruits her pot-loving bestie Jinky to help deliver a backpack full of weed for her drug-dealing fiancé.
s6894,DATA SCIENCE,Grease,PYTHON,"John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway, Barry Pearl, Michael Tucci, Kelly Ward, Didi Conn, Jamie Donnelly, Dinah Manoff, Eve Arden, Dody Goodman, Sid Caesar, Joan Blondell, Frankie Avalon",USA,"November 1, 2019",1978,PG,110 min,"Classic Movies, Comedies, Music & Musicals",John Travolta and Olivia Newton-John star in this hit musical comedy about a greaser and the good girl he falls for – much to his friends' chagrin.
s6895,DATA SCIENCE,Great Interior Design Challenge,PYTHON,"Tom Dyckhoff, Daniel Hopwood, Sophie Robinson",UK," December 1, 2018",2016,TV-PG,2 Seasons,"British TV Shows, International TV Shows, Reality TV","In this reality series, amateur interior designers on tight budgets test their mettle transforming rooms with speed and style."
s6896,DATA SCIENCE,Great Yellowstone Thaw,PYTHON,,UK,"October 1, 2017",2017,TV-PG,1 Season,"Docuseries, Science & Nature TV",This series explores the effects of the extreme temperature variations at Yellowstone National Park on the animals that live there.
